"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
7114.33,8.00163e+06,520.44,1.95984,56.9545,1,0.003,0.0535,-2.58854e-07,0.00358957
2770.77,2.03385e+06,416.597,26.7101,28.4217,1,0.00305,0.0535,-2.58854e-07,0.00358957
1019.61,502712,231.084,6.16835,19.3149,1,0.0031,0.0535,-2.58854e-07,0.00358957
4116.55,4.62026e+06,244.31,-38.0879,5.54198,1,0.00315,0.0535,-2.58854e-07,0.00358957
4448.53,4.8801e+06,325.498,-14.6399,-1.84995,1,0.0032,0.0535,-2.58854e-07,0.00358957
10839,1.48271e+07,540.426,54.3708,28.3071,1,0.00325,0.0535,-2.58854e-07,0.00358957
9831.84,1.17662e+07,556.941,3.62031,27.3129,1,0.0033,0.0535,-2.58854e-07,0.00358957
9339.4,1.09154e+07,225.237,-85.1652,2.49373,1,0.00335,0.0535,-2.58854e-07,0.00358957
5853.65,6.96173e+06,365.804,-35.7816,39.848,1,0.0034,0.0535,-2.58854e-07,0.00358957
1663.71,961229,255.415,11.2894,10.1397,1,0.00345,0.0535,-2.58854e-07,0.00358957
724.153,296166,201.163,20.0026,17.9122,1,0.0035,0.0535,-2.58854e-07,0.00358957
611.745,217917,187.441,0.976153,14.4477,1,0.00355,0.0535,-2.58854e-07,0.00358957
550.94,175591,154.406,-2.55192,10.2929,1,0.0036,0.0535,-2.58854e-07,0.00358957
