"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
11007.8,1.47138e+07,704.866,3.4517,46.4078,1,0.003,0.0535001,-0.000899996,-5.53164e-12
11250.8,1.54404e+07,812.212,24.8905,-36.6073,1,0.00305,0.0535001,-0.000899996,-5.53164e-12
7414.94,8.42975e+06,526.49,-20.2929,-130.151,1,0.0031,0.0535001,-0.000899996,-5.53164e-12
7072.36,8.01013e+06,505.732,10.4541,-4.30712,1,0.00315,0.0535001,-0.000899996,-5.53164e-12
6823.21,7.9012e+06,461.193,21.2168,-18.0283,1,0.0032,0.0535001,-0.000899996,-5.53164e-12
12412.8,2.25494e+07,671.957,59.7168,-17.9176,1,0.00325,0.0535001,-0.000899996,-5.53164e-12
13422.2,3.12218e+07,922.791,29.4294,13.9959,1,0.0033,0.0535001,-0.000899996,-5.53164e-12
3526.57,3.78865e+06,392.305,50.9916,7.19491,1,0.00335,0.0535001,-0.000899996,-5.53164e-12
2591.91,2.42368e+06,315.297,6.18273,13.8075,1,0.0034,0.0535001,-0.000899996,-5.53164e-12
11600.9,1.69474e+07,855.031,-42.9099,80.0739,1,0.00345,0.0535001,-0.000899996,-5.53164e-12
9917.59,1.13626e+07,723.223,-3.90233,13.1159,1,0.0035,0.0535001,-0.000899996,-5.53164e-12
13271.9,2.96081e+07,837.175,-32.1251,49.2973,1,0.00355,0.0535001,-0.000899996,-5.53164e-12
7574.62,8.45616e+06,426.813,-18.6914,-42.8772,1,0.0036,0.0535001,-0.000899996,-5.53164e-12
