"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
3304.58,3.16394e+06,194.881,23.1503,-11.7684,1,0.003,0.0535043,0.00272032,-0.00272108
1659.79,957729,236.511,20.7452,-14.8489,1,0.00305,0.0535043,0.00272032,-0.00272108
3152.34,2.8856e+06,135.172,2.92153,4.86198,1,0.0031,0.0535043,0.00272032,-0.00272108
3733.79,4.33904e+06,247.338,51.2314,7.49825,1,0.00315,0.0535043,0.00272032,-0.00272108
4051.08,4.77686e+06,329.128,15.5251,-18.6625,1,0.0032,0.0535043,0.00272032,-0.00272108
5385.04,6.44108e+06,345.512,26.5584,-10.1579,1,0.00325,0.0535043,0.00272032,-0.00272108
3242.24,3.03193e+06,233.389,0.233697,-20.9275,1,0.0033,0.0535043,0.00272032,-0.00272108
3291.05,3.13705e+06,158.969,-20.2425,-39.2172,1,0.00335,0.0535043,0.00272032,-0.00272108
3192.04,2.87782e+06,185.351,5.43383,-24.1768,1,0.0034,0.0535043,0.00272032,-0.00272108
1901.29,1.14033e+06,245.289,0.885662,-23.2656,1,0.00345,0.0535043,0.00272032,-0.00272108
843.907,379577,149.151,17.6279,-3.73305,1,0.0035,0.0535043,0.00272032,-0.00272108
544.797,171314,150.919,17.3854,-6.56481,1,0.00355,0.0535043,0.00272032,-0.00272108
518.377,152923,124.416,13.787,-8.37859,1,0.0036,0.0535043,0.00272032,-0.00272108
