"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
4886.59,6.06755e+06,476.584,-28.4096,38.1767,1,0.003,0.0535,0.000905713,0.00271466
2608.89,1.79067e+06,437.472,-5.40749,1.52182,1,0.00305,0.0535,0.000905713,0.00271466
1022.56,504778,251.606,-34.323,-3.18731,1,0.0031,0.0535,0.000905713,0.00271466
8967.29,9.84183e+06,580.29,-25.3035,58.5741,1,0.00315,0.0535,0.000905713,0.00271466
11018.4,1.54113e+07,759.168,-1.05352,-14.1192,1,0.0032,0.0535,0.000905713,0.00271466
12426.8,2.21072e+07,720.565,29.5082,-1.46453,1,0.00325,0.0535,0.000905713,0.00271466
11669,1.82393e+07,610.743,-82.5528,24.7184,1,0.0033,0.0535,0.000905713,0.00271466
13474.6,3.18929e+07,740.107,-114.856,63.8283,1,0.00335,0.0535,0.000905713,0.00271466
10063.1,1.20401e+07,661.016,29.8599,20.8569,1,0.0034,0.0535,0.000905713,0.00271466
9085.29,1.01117e+07,718.046,-71.3432,-30.2996,1,0.00345,0.0535,0.000905713,0.00271466
3036.01,2.66565e+06,346.662,4.20133,-10.3493,1,0.0035,0.0535,0.000905713,0.00271466
3437.17,3.53531e+06,315.034,-24.9211,-11.3759,1,0.00355,0.0535,0.000905713,0.00271466
5528.93,6.52307e+06,387.483,-12.9665,-13.1705,1,0.0036,0.0535,0.000905713,0.00271466
