"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
11981.8,1.90506e+07,852.07,-27.6294,8.19593,1,0.003,0.0535001,0.0003,0.0003
13009.5,2.71043e+07,962.953,-97.5699,-75.6246,1,0.00305,0.0535001,0.0003,0.0003
10662.5,1.37586e+07,638.979,15.3573,-135.555,1,0.0031,0.0535001,0.0003,0.0003
6728.82,7.73246e+06,399.433,-33.4479,-81.013,1,0.00315,0.0535001,0.0003,0.0003
11787.6,1.81893e+07,790.836,-32.8396,-32.0652,1,0.0032,0.0535001,0.0003,0.0003
14415.1,4.30518e+07,843.977,132.991,3.65455,1,0.00325,0.0535001,0.0003,0.0003
14214.6,4.05281e+07,959.301,117.067,29.716,1,0.0033,0.0535001,0.0003,0.0003
8312.25,9.20427e+06,576.237,42.4712,0.0272931,1,0.00335,0.0535001,0.0003,0.0003
12747.7,2.46348e+07,895.891,-28.2211,19.264,1,0.0034,0.0535001,0.0003,0.0003
9857.68,1.12519e+07,746.147,8.42595,-25.0287,1,0.00345,0.0535001,0.0003,0.0003
7875.08,8.63577e+06,602.083,31.4761,-55.6874,1,0.0035,0.0535001,0.0003,0.0003
12403.6,2.23662e+07,732.311,-7.71036,-16.5124,1,0.00355,0.0535001,0.0003,0.0003
8693,9.67275e+06,466.97,-5.04005,-31.4233,1,0.0036,0.0535001,0.0003,0.0003
