"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
9511.11,1.10022e+07,587.727,-4.52416,65.724,1,0.003,0.0535001,-0.00119999,0.000299999
10736.2,1.35971e+07,798.786,-0.757781,-3.98515,1,0.00305,0.0535001,-0.00119999,0.000299999
3799,4.11572e+06,419.543,-40.1374,-96.1693,1,0.0031,0.0535001,-0.00119999,0.000299999
4233.45,5.07261e+06,377.422,8.84147,12.157,1,0.00315,0.0535001,-0.00119999,0.000299999
4268.08,4.96261e+06,384.591,22.7937,-29.3242,1,0.0032,0.0535001,-0.00119999,0.000299999
10166,1.39626e+07,512.309,50.7933,-19.2174,1,0.00325,0.0535001,-0.00119999,0.000299999
12733.8,2.46654e+07,859.701,39.2078,5.97226,1,0.0033,0.0535001,-0.00119999,0.000299999
3573.9,3.92567e+06,387.685,50.1571,0.349435,1,0.00335,0.0535001,-0.00119999,0.000299999
1870.77,1.37037e+06,276.259,5.64013,17.244,1,0.0034,0.0535001,-0.00119999,0.000299999
11793.6,1.79321e+07,863.638,-53.4152,106.995,1,0.00345,0.0535001,-0.00119999,0.000299999
10167.8,1.19323e+07,733.242,46.0198,27.2062,1,0.0035,0.0535001,-0.00119999,0.000299999
12343.6,2.21571e+07,750.56,-21.5673,37.2323,1,0.00355,0.0535001,-0.00119999,0.000299999
6100,7.14253e+06,423.724,0.270999,-37.7041,1,0.0036,0.0535001,-0.00119999,0.000299999
