"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
8258.41,9.05033e+06,600.835,-32.2743,50.5928,1,0.003,0.0535,-0.00210701,0.00150484
5127.28,6.27832e+06,579.658,-43.6864,44.838,1,0.00305,0.0535,-0.00210701,0.00150484
1228.66,649950,262.595,44.154,-10.859,1,0.0031,0.0535,-0.00210701,0.00150484
2079,1.27704e+06,237.447,14.1672,19.0963,1,0.00315,0.0535,-0.00210701,0.00150484
2349.34,2.40642e+06,292.314,5.6855,-21.0292,1,0.0032,0.0535,-0.00210701,0.00150484
6533.96,7.5252e+06,391.668,-19.7365,41.5429,1,0.00325,0.0535,-0.00210701,0.00150484
11078.6,1.52733e+07,739.862,3.9473,-14.2413,1,0.0033,0.0535,-0.00210701,0.00150484
4369.71,5.48838e+06,453.815,-40.3614,-71.5762,1,0.00335,0.0535,-0.00210701,0.00150484
2468.65,1.66299e+06,354.102,-24.2007,12.1359,1,0.0034,0.0535,-0.00210701,0.00150484
8705.53,9.72435e+06,606.963,-31.4771,75.8237,1,0.00345,0.0535,-0.00210701,0.00150484
2397.88,2.0283e+06,215.445,25.714,29.0165,1,0.0035,0.0535,-0.00210701,0.00150484
3538.41,3.81741e+06,388.947,25.7064,28.4934,1,0.00355,0.0535,-0.00210701,0.00150484
3654.21,4.04673e+06,300.905,10.9088,5.55795,1,0.0036,0.0535,-0.00210701,0.00150484
