"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
9725.42,1.11092e+07,763.38,-48.9525,45.5331,1,0.003,0.0535,0.000900104,0.00150017
5190.14,5.87921e+06,484.713,-75.4673,-4.97708,1,0.00305,0.0535,0.000900104,0.00150017
4416.12,5.30054e+06,435.616,48.6276,-11.2786,1,0.0031,0.0535,0.000900104,0.00150017
4433.2,5.00851e+06,310.362,-22.7443,2.5065,1,0.00315,0.0535,0.000900104,0.00150017
12041.9,1.97304e+07,828.832,-34.6159,-54.9911,1,0.0032,0.0535,0.000900104,0.00150017
13211.7,2.97436e+07,720.375,-75.1842,54.654,1,0.00325,0.0535,0.000900104,0.00150017
15066,5.13548e+07,1022.22,61.694,73.6315,1,0.0033,0.0535,0.000900104,0.00150017
13181.5,2.91736e+07,804.323,1.48164,52.6621,1,0.00335,0.0535,0.000900104,0.00150017
11742.4,1.76894e+07,831.911,-68.0206,41.5181,1,0.0034,0.0535,0.000900104,0.00150017
7907.27,8.69948e+06,597.176,53.0317,-0.815329,1,0.00345,0.0535,0.000900104,0.00150017
9026.7,9.98127e+06,669.398,8.1569,-39.7218,1,0.0035,0.0535,0.000900104,0.00150017
6456.58,7.46965e+06,517.619,30.1374,9.39055,1,0.00355,0.0535,0.000900104,0.00150017
9196.29,1.03808e+07,537.492,14.9513,-31.4112,1,0.0036,0.0535,0.000900104,0.00150017
