"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
11262.3,1.55848e+07,738.018,-42.2455,95.5781,1,0.003,0.0535,-0.00120034,0.00150042
5332.4,6.46145e+06,533.796,-86.8586,11.5074,1,0.00305,0.0535,-0.00120034,0.00150042
1408.1,777140,322.393,22.1846,-22.3798,1,0.0031,0.0535,-0.00120034,0.00150042
2055.8,1.25535e+06,235.689,40.3854,26.8082,1,0.00315,0.0535,-0.00120034,0.00150042
9423.75,1.06385e+07,731.745,23.3289,-39.9673,1,0.0032,0.0535,-0.00120034,0.00150042
12963.4,2.7059e+07,764.54,14.3013,24.7495,1,0.00325,0.0535,-0.00120034,0.00150042
13711.2,3.44924e+07,952.563,4.8314,-48.9977,1,0.0033,0.0535,-0.00120034,0.00150042
7637.82,8.48323e+06,543.761,-29.8273,-42.5517,1,0.00335,0.0535,-0.00120034,0.00150042
7959.88,8.96563e+06,498.101,-56.5507,117.843,1,0.0034,0.0535,-0.00120034,0.00150042
8095.77,9.27759e+06,668.396,-38.1254,8.35766,1,0.00345,0.0535,-0.00120034,0.00150042
3798.44,4.37681e+06,313.05,39.8459,1.56511,1,0.0035,0.0535,-0.00120034,0.00150042
2438.06,1.73909e+06,305.471,-1.88842,-3.61606,1,0.00355,0.0535,-0.00120034,0.00150042
1611.36,988856,207.7,-2.55392,-9.68772,1,0.0036,0.0535,-0.00120034,0.00150042
