"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
11076.9,1.46433e+07,792.55,-51.1375,-12.9284,1,0.003,0.0535001,-3.60924e-12,0.00119999
7532.39,8.72118e+06,558.85,-104.878,-20.1406,1,0.00305,0.0535001,-3.60924e-12,0.00119999
2316.8,1.61123e+06,337.538,60.507,-14.1196,1,0.0031,0.0535001,-3.60924e-12,0.00119999
7982.31,8.78071e+06,502.422,-5.89257,20.5307,1,0.00315,0.0535001,-3.60924e-12,0.00119999
12198.6,2.04639e+07,833.763,18.0916,46.1272,1,0.0032,0.0535001,-3.60924e-12,0.00119999
14465.8,4.36981e+07,843.833,5.3453,-15.538,1,0.00325,0.0535001,-3.60924e-12,0.00119999
14503.8,4.41934e+07,978.827,91.715,-58.0876,1,0.0033,0.0535001,-3.60924e-12,0.00119999
9503.87,1.07676e+07,623.857,25.483,16.5813,1,0.00335,0.0535001,-3.60924e-12,0.00119999
12545.7,2.29642e+07,890.862,-61.4734,88.5124,1,0.0034,0.0535001,-3.60924e-12,0.00119999
4632.81,5.6766e+06,437.45,35.4258,-31.2478,1,0.00345,0.0535001,-3.60924e-12,0.00119999
5224.17,6.4368e+06,509.462,40.8433,-33.5077,1,0.0035,0.0535001,-3.60924e-12,0.00119999
4474.66,5.17059e+06,420.959,15.0295,6.70504,1,0.00355,0.0535001,-3.60924e-12,0.00119999
3639.52,4.08063e+06,321.899,-1.19214,-25.4139,1,0.0036,0.0535001,-3.60924e-12,0.00119999
