"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
13520.3,3.22733e+07,919.914,26.5811,-38.003,1,0.003,0.0535001,0.000300007,-0.00150002
12747.9,2.47215e+07,914.755,32.9907,-118.429,1,0.00305,0.0535001,0.000300007,-0.00150002
11775.1,1.78362e+07,660.117,169.607,-69.8541,1,0.0031,0.0535001,0.000300007,-0.00150002
8369.24,9.15027e+06,496.415,-29.4758,-72.9051,1,0.00315,0.0535001,0.000300007,-0.00150002
14075.9,3.8862e+07,964.508,24.4215,-92.6374,1,0.0032,0.0535001,0.000300007,-0.00150002
13472,3.18696e+07,731.1,-110.393,-11.4518,1,0.00325,0.0535001,0.000300007,-0.00150002
14413.4,4.30553e+07,893.237,-84.4238,82.0648,1,0.0033,0.0535001,0.000300007,-0.00150002
7142.02,8.04734e+06,534.854,0.969949,-10.7691,1,0.00335,0.0535001,0.000300007,-0.00150002
4438.54,4.79012e+06,354.512,47.6078,-54.2627,1,0.0034,0.0535001,0.000300007,-0.00150002
11467.3,1.63367e+07,812.414,130.218,26.0314,1,0.00345,0.0535001,0.000300007,-0.00150002
2960.93,2.64814e+06,285.578,-14.3657,14.12,1,0.0035,0.0535001,0.000300007,-0.00150002
6479.24,7.48208e+06,484.28,-27.9789,34.4607,1,0.00355,0.0535001,0.000300007,-0.00150002
4978.99,5.99e+06,350.088,-15.0121,14.1351,1,0.0036,0.0535001,0.000300007,-0.00150002
