"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
5417.54,6.35612e+06,421.016,5.7983,-5.2755,1,0.003,0.0535,-0.00182521,-0.00273995
4054.49,4.72781e+06,437.366,-8.83925,-12.8566,1,0.00305,0.0535,-0.00182521,-0.00273995
5941.54,6.90985e+06,385.048,-32.7531,34.5439,1,0.0031,0.0535,-0.00182521,-0.00273995
5172.18,6.41305e+06,435.873,-71.3988,-25.1454,1,0.00315,0.0535,-0.00182521,-0.00273995
9232.01,1.06255e+07,689.861,-19.9133,-78.6891,1,0.0032,0.0535,-0.00182521,-0.00273995
8629.82,9.82405e+06,533.723,6.14156,-40.4134,1,0.00325,0.0535,-0.00182521,-0.00273995
7238.27,8.22264e+06,575.172,12.0566,-20.2833,1,0.0033,0.0535,-0.00182521,-0.00273995
3362.18,3.31361e+06,396.467,-32.8856,29.1021,1,0.00335,0.0535,-0.00182521,-0.00273995
1677.76,971760,318.055,-47.1773,7.22142,1,0.0034,0.0535,-0.00182521,-0.00273995
762.499,322859,228.649,-4.44617,-0.773928,1,0.00345,0.0535,-0.00182521,-0.00273995
3593.51,3.80766e+06,270.222,37.9262,-25.316,1,0.0035,0.0535,-0.00182521,-0.00273995
6534.82,7.53523e+06,462.175,17.7674,-11.1457,1,0.00355,0.0535,-0.00182521,-0.00273995
10937.9,1.43507e+07,551.815,-0.173471,-38.3838,1,0.0036,0.0535,-0.00182521,-0.00273995
