"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
4521.72,5.354e+06,384.194,-1.97191,65.0942,1,0.003,0.0535,-0.00180017,-0.000300047
10996.5,1.45578e+07,803.572,9.00383,74.9178,1,0.00305,0.0535,-0.00180017,-0.000300047
4852.62,5.78156e+06,456.71,-57.1662,-59.2431,1,0.0031,0.0535,-0.00180017,-0.000300047
3537.02,3.81758e+06,363.943,23.757,24.5186,1,0.00315,0.0535,-0.00180017,-0.000300047
1314.69,711317,241.632,0.554319,-34.9215,1,0.0032,0.0535,-0.00180017,-0.000300047
3544.44,3.78795e+06,215.628,-2.74502,-34.8637,1,0.00325,0.0535,-0.00180017,-0.000300047
10871.2,1.47203e+07,718.863,23.8623,19.8609,1,0.0033,0.0535,-0.00180017,-0.000300047
3290.24,3.11018e+06,367.27,37.9538,-25.4732,1,0.00335,0.0535,-0.00180017,-0.000300047
638.525,236559,169.732,23.1082,14.2223,1,0.0034,0.0535,-0.00180017,-0.000300047
6620.58,7.64202e+06,446.95,-49.7354,62.5005,1,0.00345,0.0535,-0.00180017,-0.000300047
11386,1.59022e+07,812.221,-17.548,22.2752,1,0.0035,0.0535,-0.00180017,-0.000300047
12606.1,2.36983e+07,808.319,-25.1484,-12.3881,1,0.00355,0.0535,-0.00180017,-0.000300047
10500.2,1.29201e+07,524.907,-44.7038,-28.7713,1,0.0036,0.0535,-0.00180017,-0.000300047
