"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
2312.03,1.55275e+06,240.667,0.5104,24.4949,1,0.003,0.0535003,0.00243609,0.00243564
1048.59,523108,220.438,-4.36068,19.4465,1,0.00305,0.0535003,0.00243609,0.00243564
2749.65,2.10167e+06,341.208,-30.3574,50.106,1,0.0031,0.0535003,0.00243609,0.00243564
1394.81,774165,194.6,20.0038,-13.1507,1,0.00315,0.0535003,0.00243609,0.00243564
826.621,367796,213.523,6.83865,-2.04455,1,0.0032,0.0535003,0.00243609,0.00243564
4561.17,5.2782e+06,327.274,4.73908,-1.14116,1,0.00325,0.0535003,0.00243609,0.00243564
4388.95,5.02908e+06,301.899,-6.20235,24.7256,1,0.0033,0.0535003,0.00243609,0.00243564
6171.7,6.9597e+06,229.822,-32.387,27.5464,1,0.00335,0.0535003,0.00243609,0.00243564
7103.9,8.01054e+06,576.7,32.4375,3.30315,1,0.0034,0.0535003,0.00243609,0.00243564
9117.84,1.01047e+07,677.426,1.53464,76.5742,1,0.00345,0.0535003,0.00243609,0.00243564
4528.05,5.21143e+06,435.298,30.1423,-6.68501,1,0.0035,0.0535003,0.00243609,0.00243564
8112.94,8.92062e+06,532.554,-6.73764,78.8571,1,0.00355,0.0535003,0.00243609,0.00243564
9910.3,1.21575e+07,493.437,9.20138,10.2448,1,0.0036,0.0535003,0.00243609,0.00243564
