"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
11357.1,1.58721e+07,802.822,-53.1542,-12.8764,1,0.003,0.0535001,-0.000300007,0.00150002
4515.83,5.18655e+06,457.179,-81.13,-8.40932,1,0.00305,0.0535001,-0.000300007,0.00150002
1497.24,841087,304.815,44.3232,-15.0477,1,0.0031,0.0535001,-0.000300007,0.00150002
4976.66,5.86196e+06,336.236,27.3535,35.8307,1,0.00315,0.0535001,-0.000300007,0.00150002
11554,1.68673e+07,786.032,29.897,55.3256,1,0.0032,0.0535001,-0.000300007,0.00150002
14140,3.95976e+07,801.724,-61.561,-25.2563,1,0.00325,0.0535001,-0.000300007,0.00150002
14480.5,4.38881e+07,961.858,-6.89894,-77.8588,1,0.0033,0.0535001,-0.000300007,0.00150002
9708.34,1.11144e+07,628.319,8.57468,2.52615,1,0.00335,0.0535001,-0.000300007,0.00150002
12275.9,2.10391e+07,868.68,-48.3108,103.377,1,0.0034,0.0535001,-0.000300007,0.00150002
3507.91,3.74343e+06,368.123,9.81358,-31.5522,1,0.00345,0.0535001,-0.000300007,0.00150002
4163.11,5.24022e+06,463.726,33.6524,-12.9197,1,0.0035,0.0535001,-0.000300007,0.00150002
2846.23,2.2943e+06,342.621,9.04862,1.74888,1,0.00355,0.0535001,-0.000300007,0.00150002
2948.04,2.45491e+06,275.349,-4.08509,-20.5174,1,0.0036,0.0535001,-0.000300007,0.00150002
