"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
5506.78,6.51911e+06,546.507,-27.4138,32.0938,1,0.003,0.0535,0.00150229,0.00180275
3406.99,3.56657e+06,422.812,-50.2646,11.5942,1,0.00305,0.0535,0.00150229,0.00180275
3588.97,3.88365e+06,331.369,0.789426,2.0353,1,0.0031,0.0535,0.00150229,0.00180275
2468.84,2.34053e+06,225.516,14.3453,-7.26748,1,0.00315,0.0535,0.00150229,0.00180275
8082.34,9.87611e+06,649.654,-42.3193,-46.212,1,0.0032,0.0535,0.00150229,0.00180275
10466.1,1.28704e+07,573.958,-42.3236,0.270446,1,0.00325,0.0535,0.00150229,0.00180275
14326.4,4.20958e+07,918.938,-44.838,127.86,1,0.0033,0.0535,0.00150229,0.00180275
14557.4,4.48719e+07,877.941,-34.6697,52.364,1,0.00335,0.0535,0.00150229,0.00180275
11313.4,1.56393e+07,796.471,14.3528,-27.7593,1,0.0034,0.0535,0.00150229,0.00180275
9902.91,1.13351e+07,719.132,41.5992,47.4332,1,0.00345,0.0535,0.00150229,0.00180275
10259,1.21181e+07,747.817,-7.69497,31.1522,1,0.0035,0.0535,0.00150229,0.00180275
7656.33,8.63175e+06,555.062,53.4512,23.1271,1,0.00355,0.0535,0.00150229,0.00180275
11832.6,1.83362e+07,655.882,10.4964,-1.48408,1,0.0036,0.0535,0.00150229,0.00180275
