-1.283401E+01,0.000000E+00,0.000000E+00,0.000000E+00
1.991839E+01,0.000000E+00,0.000000E+00,0.000000E+00
6.622230E+00,0.000000E+00,0.000000E+00,0.000000E+00
1.184624E+01,0.000000E+00,0.000000E+00,0.000000E+00
7.133981E-01,-2.282818E-02,5.491632E-04,0.000000E+00
2.080280E+00,7.24284400E-03,1.959358E-04,0.000000E+00
-1.421111E+00,7.326017E-02,1.685275E-03,0.000000E+00
8.309337E-01,-2.699607E-03,2.836175E-03,0.000000E+00
2.114417E+00,6.588084E-03,1.041527E-04,0.000000E+00
-1.873926E+00,7.669056E-02,4.311158E-03,0.000000E+00
5.566144E-01,1.402546E-01,-4.355200E-03,1.422302E-04
2.275814E+00,2.789634E-03,1.613876E-04,0.000000E+00
-1.078759E+00,1.962265E-02,-8.795026E-03,5.277830E-04
-1.893687E+00,3.628971E-02,9.796743E-03,0.000000E+00
2.361178E+00,6.072448E-03,-1.995121E-05,0.000000E+00
-1.820338E+00,1.075866E-01,0.000000E+00,0.000000E+00
1.153927E+00,-1.647523E-02,-2.502041E-03,0.000000E+00
2.467469E+00,5.822255E-03,0.000000E+00,0.000000E+00
-2.830928E-02,-2.189350E-02,-2.718760E-03,0.000000E+00
-1.700917E+02,-2.131620E+01,-3.099200E+00,0.000000E+00
2.061427E+00,1.117607E-03,-3.916231E-04,0.000000E+00
-3.290998E+01,-3.353576E+00,-5.634466E-01,0.000000E+00
-1.456072E-01,-1.437036E-01,-1.480764E-03,0.000000E+00
2.205458E+00,6.659429E-03,1.324918E-04,0.000000E+00
-1.819779E+00,3.825355E-03,1.202891E-03,0.000000E+00
1.055279E+00,-2.677491E-02,2.446759E-03,0.000000E+00
2.183883E+00,5.938113E-03,1.877191E-04,4.341127E-06
-9.494270E-01,3.609984E-02,1.528015E-03,-9.686251E-05
2.885339E-01,-7.133722E-02,2.612269E-04,2.585150E-04
2.255570E+00,5.826924E-03,-5.486194E-05,-1.143664E-05
-1.374699E+00,2.577156E-02,-1.763376E-03,0.000000E+00
