1.635045E+00,4.450390E-02,-5.928863E-04,0.000000E+00,0.000000E+00
5.748398E+00,6.411299E-02,0.000000E+00,0.000000E+00,0.000000E+00
1.786355E+00,-1.212690E-02,-2.375673E-04,0.000000E+00,0.000000E+00
1.419925E+00,-3.875497E-02,0.000000E+00,0.000000E+00,0.000000E+00
4.449393E-02,-9.063708E-03,-2.489500E-03,0.000000E+00,0.000000E+00
8.930803E+00,5.718843E-02,1.093759E-03,0.000000E+00,0.000000E+00
7.014976E+00,7.625175E-02,3.011941E-04,0.000000E+00,0.000000E+00
1.593153E+00,4.137850E-02,1.430491E-02,-4.403957E-07,0.000000E+00
8.576847E+00,1.004174E-01,7.406762E-03,-1.095186E-03,0.000000E+00
9.113182E+00,-8.202725E-02,6.299430E-03,9.099828E-04,0.000000E+00
2.627897E-01,2.917558E-03,3.036205E-03,-1.926651E-04,-2.917018E-05
1.023493E+01,6.651575E-02,1.090308E-03,-6.576415E-05,4.715318E-07
8.039563E+00,1.435966E-01,8.862611E-03,-3.478227E-04,-3.614711E-05
1.707216E-01,2.035164E-02,1.809127E-03,-9.630175E-05,1.781249E-05
1.072380E+01,5.671452E-02,1.468210E-04,2.608196E-05,6.511719E-06
8.556977E+00,2.227207E-01,-2.773160E-03,-1.684219E-03,1.878188E-04
2.480007E-01,2.217818E-02,9.094614E-04,0.000000E+00,0.000000E+00
1.106431E+01,5.578774E-02,6.639655E-04,0.000000E+00,0.000000E+00
9.303043E+00,1.366510E-01,-2.599317E-03,0.000000E+00,0.000000E+00
3.636707E+00,-1.436268E-01,-2.934926E-03,0.000000E+00,0.000000E+00
1.023203E+01,8.703300E-02,5.007602E-03,0.000000E+00,0.000000E+00
1.130562E+01,-2.184155E-02,-1.865543E-04,0.000000E+00,0.000000E+00
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.946755E+01,-4.289010E+00,-3.224136E-01,9.371814E-02,0.000000E+00
2.430324E+01,-2.653523E+00,-3.309222E-01,4.769060E-02,0.000000E+00
