-2.490318E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
1.138022E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.525477E+02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
1.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
2.658346E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-1.158238E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
8.370196E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
-9.146259E+00,9.214388E-02,-7.532526E-03,0.000000E+00,0.000000E+00,0.000000E+00
8.758933E+00,5.609203E-02,7.113878E-04,0.000000E+00,0.000000E+00,0.000000E+00
7.621521E+00,6.802267E-02,-4.173943E-03,0.000000E+00,0.000000E+00,0.000000E+00
-1.077843E+01,8.010183E-02,5.530383E-03,0.000000E+00,0.000000E+00,0.000000E+00
8.183393E+00,5.531418E-02,1.161696E-03,0.000000E+00,0.000000E+00,0.000000E+00
6.544301E+00,1.395158E-01,1.269937E-03,0.000000E+00,0.000000E+00,0.000000E+00
-9.136467E+00,4.321416E-02,-1.415683E-02,-9.589284E-04,2.418933E-04,5.834458E-06
9.196899E+00,6.227176E-02,1.047858E-03,-1.062417E-04,-1.844923E-06,0.000000E+00
7.345945E+00,9.087033E-02,-2.859605E-03,-1.787083E-04,1.598906E-04,0.000000E+00
-1.924773E-02,-1.929034E-01,-7.597965E-02,1.232504E-03,2.797944E-04,0.000000E+00
1.054992E+01,6.447025E-02,-3.834145E-04,-3.294639E-05,-3.605812E-06,0.000000E+00
8.500778E+00,7.811525E-02,4.703012E-03,-1.262204E-04,-1.791684E-05,0.000000E+00
3.551938E+00,-3.852851E-01,-1.698205E-02,-7.712558E-04,1.558067E-04,0.000000E+00
9.648995E+00,6.284331E-02,8.307533E-04,-5.453268E-06,0.000000E+00,0.000000E+00
8.298063E+00,8.885346E-02,-2.901675E-03,-4.450595E-04,0.000000E+00,0.000000E+00
2.202713E+00,-5.805578E-03,-8.393797E-03,-1.542107E-04,-2.149336E-05,-3.876960E-07
1.029898E+01,6.646081E-02,9.291080E-04,-2.151764E-05,0.000000E+00,0.000000E+00
9.012095E+00,9.149373E-02,-3.140624E-03,-3.285520E-06,0.000000E+00,0.000000E+00
-9.551600E-01,-1.743228E-01,-2.627017E-03,2.020135E-03,1.148529E-04,0.000000E+00
1.077964E+01,6.865954E-02,1.085963E-03,-3.640453E-05,0.000000E+00,0.000000E+00
8.301383E+00,3.547869E-02,3.053608E-03,1.705129E-03,4.357310E-05,0.000000E+00
-4.892131E-01,3.979950E-02,2.397782E-03,-2.138908E-04,1.140375E-05,0.000000E+00
1.108799E+01,5.677599E-02,4.945738E-04,-2.418338E-05,0.000000E+00,0.000000E+00
9.032754E+00,1.718233E-01,-1.352010E-03,-2.482520E-04,1.256822E-04,0.000000E+00
1.134500E+00,-5.153304E-02,6.888543E-03,0.000000E+00,0.000000E+00,0.000000E+00
1.144639E+01,6.234266E-02,3.785377E-03,0.000000E+00,0.000000E+00,0.000000E+00
2.879605E+04,2.066908E+03,1.929331E+02,-6.651374E+01,-7.803606E+00,0.000000E+00
