"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
1195.22,627301,201.178,-0.931936,18.6265,1,0.003,0.0535001,0.0027464,0.00213193
1383.52,763204,251.111,-6.2593,21.328,1,0.00305,0.0535001,0.0027464,0.00213193
3182.88,2.87521e+06,371.762,-22.1023,67.9194,1,0.0031,0.0535001,0.0027464,0.00213193
737.895,305731,162.647,15.8358,-10.6165,1,0.00315,0.0535001,0.0027464,0.00213193
642.779,239520,183.451,3.30314,2.95472,1,0.0032,0.0535001,0.0027464,0.00213193
3238.76,3.06178e+06,267.362,6.88038,6.36211,1,0.00325,0.0535001,0.0027464,0.00213193
3660.85,3.8115e+06,248.667,-4.30392,18.7936,1,0.0033,0.0535001,0.0027464,0.00213193
5182.05,5.7434e+06,203.131,-22.1459,20.5708,1,0.00335,0.0535001,0.0027464,0.00213193
6411.32,7.41759e+06,557.761,30.8326,-2.59005,1,0.0034,0.0535001,0.0027464,0.00213193
8637.8,9.47765e+06,647.409,20.9661,62.8979,1,0.00345,0.0535001,0.0027464,0.00213193
4502.11,5.24063e+06,418.768,30.1932,-13.8345,1,0.0035,0.0535001,0.0027464,0.00213193
9473.86,1.07294e+07,597.699,7.99418,79.9115,1,0.00355,0.0535001,0.0027464,0.00213193
10640.9,1.39336e+07,525.75,18.0216,10.5913,1,0.0036,0.0535001,0.0027464,0.00213193
