"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
648.427,243452,83.7942,-0.932579,2.57652,1,0.003,0.0535,-0.00334549,-0.00182627
2294.45,1.47846e+06,141.953,0.0886948,-9.40248,1,0.00305,0.0535,-0.00334549,-0.00182627
914.892,429211,154.494,-9.84054,1.95516,1,0.0031,0.0535,-0.00334549,-0.00182627
1957.76,1.25223e+06,72.2961,-5.36359,14.6298,1,0.00315,0.0535,-0.00334549,-0.00182627
2716.81,2.06277e+06,290.637,-37.4764,41.8429,1,0.0032,0.0535,-0.00334549,-0.00182627
2565.82,1.80374e+06,237.636,-27.4052,15.4598,1,0.00325,0.0535,-0.00334549,-0.00182627
1948.99,1.19272e+06,200.776,-10.1079,-1.16439,1,0.0033,0.0535,-0.00334549,-0.00182627
1454.25,811942,168.374,-10.2234,-2.68758,1,0.00335,0.0535,-0.00334549,-0.00182627
1249.83,665928,161.816,-5.32382,1.8344,1,0.0034,0.0535,-0.00334549,-0.00182627
746.571,311771,127.614,-1.574,-7.0349,1,0.00345,0.0535,-0.00334549,-0.00182627
1304.08,709317,118.412,-6.5099,-4.54045,1,0.0035,0.0535,-0.00334549,-0.00182627
3356.11,3.2421e+06,160.373,-0.386659,-1.36594,1,0.00355,0.0535,-0.00334549,-0.00182627
8947.67,1.10791e+07,312.906,-12.9332,2.17021,1,0.0036,0.0535,-0.00334549,-0.00182627
