"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
9765.5,1.11217e+07,707.833,-53.9038,5.45494,1,0.003,0.0535,0.000300045,0.00180017
3056.97,2.61547e+06,407.966,-58.535,-6.78415,1,0.00305,0.0535,0.000300045,0.00180017
2672.23,1.99076e+06,358.012,17.4366,4.35838,1,0.0031,0.0535,0.000300045,0.00180017
8489.51,9.26979e+06,515.489,-11.0747,47.1027,1,0.00315,0.0535,0.000300045,0.00180017
12516,2.27556e+07,863.604,24.5588,38.853,1,0.0032,0.0535,0.000300045,0.00180017
13459.7,3.18009e+07,737.639,-107.592,37.5824,1,0.00325,0.0535,0.000300045,0.00180017
14830,4.83543e+07,976.499,-84.2524,-50.9841,1,0.0033,0.0535,0.000300045,0.00180017
11748.3,1.79332e+07,723.414,-0.929426,37.9646,1,0.00335,0.0535,0.000300045,0.00180017
12386.4,2.1765e+07,879.154,-25.8731,104.269,1,0.0034,0.0535,0.000300045,0.00180017
5519.56,6.62591e+06,522.46,9.71907,-49.7343,1,0.00345,0.0535,0.000300045,0.00180017
5447.05,6.61718e+06,511.757,-12.1668,-26.4808,1,0.0035,0.0535,0.000300045,0.00180017
3327.86,3.23565e+06,412.966,0.731149,3.02406,1,0.00355,0.0535,0.000300045,0.00180017
4514.34,5.28243e+06,353.372,-5.0183,-36.1071,1,0.0036,0.0535,0.000300045,0.00180017
