"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
4223.43,5.25183e+06,412.547,-13.6794,39.4363,1,0.003,0.0535,-0.00210126,0.000600443
9179.71,1.02201e+07,769.2,-38.1881,53.8503,1,0.00305,0.0535,-0.00210126,0.000600443
2319.83,1.50737e+06,379.135,-5.233,-15.7269,1,0.0031,0.0535,-0.00210126,0.000600443
2893.18,2.23495e+06,306.433,19.3122,40.7089,1,0.00315,0.0535,-0.00210126,0.000600443
994.777,486024,217.888,2.35493,-29.0036,1,0.0032,0.0535,-0.00210126,0.000600443
760.055,322052,168.978,2.75209,0.91523,1,0.00325,0.0535,-0.00210126,0.000600443
9876.85,1.15662e+07,666.9,16.9389,17.6036,1,0.0033,0.0535,-0.00210126,0.000600443
3771.32,4.46044e+06,454.604,14.2986,-75.585,1,0.00335,0.0535,-0.00210126,0.000600443
1290.31,694099,239.332,4.78528,10.0772,1,0.0034,0.0535,-0.00210126,0.000600443
9069.6,1.03207e+07,563.001,-63.2534,103.214,1,0.00345,0.0535,-0.00210126,0.000600443
8601.51,9.65363e+06,583.332,49.6666,76.8463,1,0.0035,0.0535,-0.00210126,0.000600443
8036.69,9.02986e+06,561.448,-26.6756,23.7939,1,0.00355,0.0535,-0.00210126,0.000600443
9083.65,1.01543e+07,526.983,23.784,0.620684,1,0.0036,0.0535,-0.00210126,0.000600443
