"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
5710.35,6.68946e+06,432.6,17.1514,59.3526,1,0.003,0.0535,-0.00180138,-0.00120094
10899.7,1.43799e+07,769.636,-24.7597,85.5351,1,0.00305,0.0535,-0.00180138,-0.00120094
7250.57,8.14196e+06,504.444,-4.4451,9.11304,1,0.0031,0.0535,-0.00180138,-0.00120094
4005.75,5.0052e+06,401.439,63.5264,11.4625,1,0.00315,0.0535,-0.00180138,-0.00120094
2949.51,2.44965e+06,369.46,-16.6807,-42.9083,1,0.0032,0.0535,-0.00180138,-0.00120094
8586.24,1.00081e+07,431.623,-32.2571,-74.7325,1,0.00325,0.0535,-0.00180138,-0.00120094
10012.3,1.20978e+07,678.581,20.6542,-16.2377,1,0.0033,0.0535,-0.00180138,-0.00120094
3248.37,2.99823e+06,401.741,32.4218,34.5008,1,0.00335,0.0535,-0.00180138,-0.00120094
2031.6,1.23667e+06,337.859,32.6399,-6.82419,1,0.0034,0.0535,-0.00180138,-0.00120094
3069.54,2.61534e+06,219.666,16.3914,15.3747,1,0.00345,0.0535,-0.00180138,-0.00120094
11033,1.44817e+07,775.737,-41.8306,-54.5284,1,0.0035,0.0535,-0.00180138,-0.00120094
12933,2.63075e+07,826.999,-36.4658,-66.3329,1,0.00355,0.0535,-0.00180138,-0.00120094
12612.6,2.35738e+07,644.93,-67.6126,-42.9529,1,0.0036,0.0535,-0.00180138,-0.00120094
