"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
9165.83,1.02125e+07,699.501,-19.7582,60.9369,1,0.003,0.0535,0.00150017,0.000900102
12526.9,2.33886e+07,917.194,-78.9152,27.8969,1,0.00305,0.0535,0.00150017,0.000900102
9725.35,1.11801e+07,614.713,1.43804,5.80201,1,0.0031,0.0535,0.00150017,0.000900102
737.633,305549,180.17,-9.29678,-36.6717,1,0.00315,0.0535,0.00150017,0.000900102
3769.49,4.03291e+06,356.322,-22.2371,-37.4161,1,0.0032,0.0535,0.00150017,0.000900102
13334.6,3.11742e+07,726.072,-9.92617,38.4368,1,0.00325,0.0535,0.00150017,0.000900102
14743.6,4.72594e+07,983.041,127.927,55.4712,1,0.0033,0.0535,0.00150017,0.000900102
14094,3.9114e+07,859.2,9.5635,22.0888,1,0.00335,0.0535,0.00150017,0.000900102
10879.6,1.39357e+07,819.402,-62.6724,23.7075,1,0.0034,0.0535,0.00150017,0.000900102
9781.56,1.11038e+07,713.031,68.0339,44.4865,1,0.00345,0.0535,0.00150017,0.000900102
9857.25,1.12205e+07,689.387,61.0735,28.9373,1,0.0035,0.0535,0.00150017,0.000900102
12160.9,2.03177e+07,764.211,48.1575,42.6852,1,0.00355,0.0535,0.00150017,0.000900102
11171.3,1.50378e+07,593.893,49.887,13.2716,1,0.0036,0.0535,0.00150017,0.000900102
