"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
1206.05,636495,191.109,-6.37893,-3.77415,1,0.003,0.0535,-0.00334039,-0.000916567
1292.33,696701,206.673,-5.92965,3.21066,1,0.00305,0.0535,-0.00334039,-0.000916567
1365.82,767220,239.114,-10.4384,4.22242,1,0.0031,0.0535,-0.00334039,-0.000916567
1560.62,936772,183.182,-10.0388,13.8847,1,0.00315,0.0535,-0.00334039,-0.000916567
2626.79,1.85355e+06,340.403,-3.83311,46.4106,1,0.0032,0.0535,-0.00334039,-0.000916567
2130.94,1.32726e+06,267.81,-0.460912,25.1857,1,0.00325,0.0535,-0.00334039,-0.000916567
918.47,432094,191.001,0.31554,-0.652996,1,0.0033,0.0535,-0.00334039,-0.000916567
691.669,273553,163.568,-6.23328,-6.34524,1,0.00335,0.0535,-0.00334039,-0.000916567
607.041,214643,153.7,-3.94234,-3.18673,1,0.0034,0.0535,-0.00334039,-0.000916567
731.89,301895,173.06,-2.90598,-16.2435,1,0.00345,0.0535,-0.00334039,-0.000916567
2426.89,2.38183e+06,225.601,-2.15909,-4.60055,1,0.0035,0.0535,-0.00334039,-0.000916567
7166.1,8.2344e+06,464.016,-20.1353,32.3439,1,0.00355,0.0535,-0.00334039,-0.000916567
12131.1,2.0509e+07,571.577,-35.4964,32.483,1,0.0036,0.0535,-0.00334039,-0.000916567
