"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
10201.9,1.24013e+07,400.996,28.0043,-25.1503,1,0.003,0.0535,-1.02683e-06,-0.00358956
3671.98,4.13948e+06,326.265,3.77941,-20.4111,1,0.00305,0.0535,-1.02683e-06,-0.00358956
5501.62,6.16137e+06,303.195,-34.467,1.05177,1,0.0031,0.0535,-1.02683e-06,-0.00358956
6296.9,7.31625e+06,465.042,35.6179,-50.2163,1,0.00315,0.0535,-1.02683e-06,-0.00358956
5900.47,6.91323e+06,507.052,5.9242,-30.6905,1,0.0032,0.0535,-1.02683e-06,-0.00358956
9779.73,1.18314e+07,505.116,38.8423,-23.5063,1,0.00325,0.0535,-1.02683e-06,-0.00358956
9937.49,1.20754e+07,556.488,17.1311,-17.543,1,0.0033,0.0535,-1.02683e-06,-0.00358956
3515.9,3.75913e+06,314.388,-71.8878,-29.2514,1,0.00335,0.0535,-1.02683e-06,-0.00358956
2857.07,2.20148e+06,283.264,-62.5392,-13.1416,1,0.0034,0.0535,-1.02683e-06,-0.00358956
1072.05,539635,252.166,9.19631,-20.404,1,0.00345,0.0535,-1.02683e-06,-0.00358956
1062.1,532809,170.802,28.6156,-9.21967,1,0.0035,0.0535,-1.02683e-06,-0.00358956
785.932,339322,184.449,25.736,-11.7466,1,0.00355,0.0535,-1.02683e-06,-0.00358956
2643.24,2.21538e+06,153.769,18.3811,1.1934,1,0.0036,0.0535,-1.02683e-06,-0.00358956
