"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
11971.7,1.8987e+07,853.267,-22.8307,-12.9169,1,0.003,0.0535001,2.46032e-12,0.0003
12557.4,2.32643e+07,937.961,-88.2985,-70.7975,1,0.00305,0.0535001,2.46032e-12,0.0003
8914.52,1.05309e+07,559.194,16.4107,-140.796,1,0.0031,0.0535001,2.46032e-12,0.0003
8982.23,9.88742e+06,523.598,-24.7028,-52.6232,1,0.00315,0.0535001,2.46032e-12,0.0003
12425.1,2.20995e+07,849.789,-15.8685,-3.15596,1,0.0032,0.0535001,2.46032e-12,0.0003
14220.6,4.05921e+07,834.79,121.039,-0.457885,1,0.00325,0.0535001,2.46032e-12,0.0003
14003.6,3.79191e+07,947.295,97.0705,18.2638,1,0.0033,0.0535001,2.46032e-12,0.0003
6294.9,7.32029e+06,504.328,43.3527,-0.586634,1,0.00335,0.0535001,2.46032e-12,0.0003
12413.2,2.21781e+07,838.28,-9.9707,39.7141,1,0.0034,0.0535001,2.46032e-12,0.0003
10055,1.16835e+07,754.447,-2.92046,-28.1891,1,0.00345,0.0535001,2.46032e-12,0.0003
7962.38,8.72179e+06,624.019,26.6082,-48.6622,1,0.0035,0.0535001,2.46032e-12,0.0003
12292.9,2.16768e+07,717.288,-10.3142,-9.58872,1,0.00355,0.0535001,2.46032e-12,0.0003
7487.87,8.40596e+06,426.792,-8.64743,-31.7673,1,0.0036,0.0535001,2.46032e-12,0.0003
