"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
872.437,400182,154.348,2.91153,9.34599,1,0.003,0.0535,0.00336471,0.00152683
1781.52,1.08843e+06,195.53,-3.82071,4.589,1,0.00305,0.0535,0.00336471,0.00152683
1827,1.09972e+06,259.816,-5.75868,31.4247,1,0.0031,0.0535,0.00336471,0.00152683
892.134,413166,175.962,4.00681,10.4819,1,0.00315,0.0535,0.00336471,0.00152683
633.894,233336,154.197,4.1613,-0.384398,1,0.0032,0.0535,0.00336471,0.00152683
763.524,323947,149.551,10.1223,-7.56708,1,0.00325,0.0535,0.00336471,0.00152683
997.542,487902,141.338,5.02435,2.39176,1,0.0033,0.0535,0.00336471,0.00152683
2659.81,2.56288e+06,137.576,-1.5584,9.2616,1,0.00335,0.0535,0.00336471,0.00152683
4165.96,5.06129e+06,378.544,17.6703,-8.23361,1,0.0034,0.0535,0.00336471,0.00152683
6209.43,7.24516e+06,434.452,28.7207,-10.0161,1,0.00345,0.0535,0.00336471,0.00152683
3215.17,3.04108e+06,257.633,11.5631,-17.6812,1,0.0035,0.0535,0.00336471,0.00152683
9142.72,1.08882e+07,524.613,14.0151,45.5694,1,0.00355,0.0535,0.00336471,0.00152683
9217.02,1.10881e+07,423.584,28.2383,-11.7584,1,0.0036,0.0535,0.00336471,0.00152683
