"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
2705.96,1.90978e+06,256.818,5.19488,-3.93591,1,0.003,0.0535,0.00336391,-0.00152799
2781.89,2.11938e+06,273.84,4.3931,0.707115,1,0.00305,0.0535,0.00336391,-0.00152799
4761.35,5.36803e+06,254.363,27.2006,39.4375,1,0.0031,0.0535,0.00336391,-0.00152799
3295.92,3.16701e+06,238.002,24.352,33.951,1,0.00315,0.0535,0.00336391,-0.00152799
1433.56,802866,214.747,9.68148,0.0725058,1,0.0032,0.0535,0.00336391,-0.00152799
2893.51,2.32379e+06,239.688,2.47347,-6.88085,1,0.00325,0.0535,0.00336391,-0.00152799
1793.86,1.14566e+06,173.181,-2.83421,-14.678,1,0.0033,0.0535,0.00336391,-0.00152799
3201.96,3.15854e+06,147.362,-11.8722,-31.4847,1,0.00335,0.0535,0.00336391,-0.00152799
3541.04,3.82481e+06,276.822,14.0744,-0.209448,1,0.0034,0.0535,0.00336391,-0.00152799
2884.39,2.23424e+06,352.373,10.8695,-20.224,1,0.00345,0.0535,0.00336391,-0.00152799
1643.76,949336,283.314,20.7698,-6.253,1,0.0035,0.0535,0.00336391,-0.00152799
1720.44,1.03845e+06,229.919,3.15938,-11.0127,1,0.00355,0.0535,0.00336391,-0.00152799
1495.15,920466,172.375,2.78573,-6.97018,1,0.0036,0.0535,0.00336391,-0.00152799
