"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
13688.7,3.41885e+07,962.247,24.0692,-21.0449,1,0.003,0.0535001,-0.000300008,-0.00150002
12209,2.04924e+07,854.814,-3.13618,-114.176,1,0.00305,0.0535001,-0.000300008,-0.00150002
11592.2,1.69212e+07,672.535,113.359,-30.1924,1,0.0031,0.0535001,-0.000300008,-0.00150002
9504.27,1.05702e+07,589.513,-31.3061,-83.3053,1,0.00315,0.0535001,-0.000300008,-0.00150002
14020.1,3.81538e+07,952.469,16.7652,-56.4456,1,0.0032,0.0535001,-0.000300008,-0.00150002
13377.5,3.07245e+07,737.603,-67.4214,9.41167,1,0.00325,0.0535001,-0.000300008,-0.00150002
13985.5,3.76859e+07,934.033,-33.7795,54.3003,1,0.0033,0.0535001,-0.000300008,-0.00150002
4006.93,4.92771e+06,429.404,24.9447,-6.24741,1,0.00335,0.0535001,-0.000300008,-0.00150002
1409.71,778632,270.814,19.9994,-29.6722,1,0.0034,0.0535001,-0.000300008,-0.00150002
11297.7,1.56272e+07,779.813,131.694,13.498,1,0.00345,0.0535001,-0.000300008,-0.00150002
4536.95,5.64253e+06,475.791,-29.2575,18.6087,1,0.0035,0.0535001,-0.000300008,-0.00150002
7905.68,8.742e+06,522.862,-21.0996,60.0188,1,0.00355,0.0535001,-0.000300008,-0.00150002
8826.23,9.94444e+06,445.967,-43.2113,1.0725,1,0.0036,0.0535001,-0.000300008,-0.00150002
