"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
2635.06,1.9007e+06,245.968,-18.9663,-7.39775,1,0.003,0.0535,-0.00359156,-0.000307539
652.671,246407,163.752,-16.329,11.7914,1,0.00305,0.0535,-0.00359156,-0.000307539
1120.18,574495,215.089,-13.4988,11.9561,1,0.0031,0.0535,-0.00359156,-0.000307539
674.976,261933,153.951,-9.84664,9.02814,1,0.00315,0.0535,-0.00359156,-0.000307539
1028.34,509090,168.04,-7.91793,14.9978,1,0.0032,0.0535,-0.00359156,-0.000307539
933.63,442904,159.995,-5.15885,4.95255,1,0.00325,0.0535,-0.00359156,-0.000307539
612.713,218591,147.344,-7.73424,-12.3708,1,0.0033,0.0535,-0.00359156,-0.000307539
589.598,202501,141.763,-10.8684,-7.26886,1,0.00335,0.0535,-0.00359156,-0.000307539
804.995,352720,150.265,-9.5684,-9.98187,1,0.0034,0.0535,-0.00359156,-0.000307539
797.602,347294,167.279,-10.5814,-15.4832,1,0.00345,0.0535,-0.00359156,-0.000307539
1060.28,531971,185.271,-16.4289,14.9972,1,0.0035,0.0535,-0.00359156,-0.000307539
4697.9,5.14842e+06,303.865,-10.4577,38.9309,1,0.00355,0.0535,-0.00359156,-0.000307539
10520.6,1.37548e+07,424.638,-22.7444,41.2549,1,0.0036,0.0535,-0.00359156,-0.000307539
