"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
3260.16,3.03888e+06,423.309,4.877,14.4211,1,0.003,0.0535,0.00301435,-0.000302705
5730.47,6.77398e+06,574.542,-11.1395,-11.322,1,0.00305,0.0535,0.00301435,-0.000302705
9166.44,1.03996e+07,577.127,35.5451,66.893,1,0.0031,0.0535,0.00301435,-0.000302705
2364.84,1.65911e+06,205.166,-9.28974,5.283,1,0.00315,0.0535,0.00301435,-0.000302705
2330.64,2.07056e+06,312.983,-4.13931,7.87136,1,0.0032,0.0535,0.00301435,-0.000302705
2360.65,1.72355e+06,255.921,6.62112,-15.9109,1,0.00325,0.0535,0.00301435,-0.000302705
6867.37,7.88394e+06,360.477,-20.2123,-7.0687,1,0.0033,0.0535,0.00301435,-0.000302705
10121.1,1.34033e+07,408.064,-13.9237,-58.7287,1,0.00335,0.0535,0.00301435,-0.000302705
4992.89,6.14546e+06,521.63,15.2523,-11.0566,1,0.0034,0.0535,0.00301435,-0.000302705
4216.23,5.26104e+06,548.165,36.625,21.4107,1,0.00345,0.0535,0.00301435,-0.000302705
3295.05,3.15672e+06,377.094,0.817561,3.52899,1,0.0035,0.0535,0.00301435,-0.000302705
6334.88,7.36368e+06,459.283,-5.99311,0.0197047,1,0.00355,0.0535,0.00301435,-0.000302705
8533.04,9.4586e+06,505.968,-12.6287,-20.4094,1,0.0036,0.0535,0.00301435,-0.000302705
