"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
9250.32,1.01807e+07,243.067,22.9283,-26.5133,1,0.003,0.0535,-6.68107e-06,-0.00399988
3295.53,3.12357e+06,245.837,6.21774,-21.2393,1,0.00305,0.0535,-6.68107e-06,-0.00399988
3595.85,3.99168e+06,175.156,-21.2989,-5.40017,1,0.0031,0.0535,-6.68107e-06,-0.00399988
5120.35,6.37392e+06,395.617,31.4024,-43.9517,1,0.00315,0.0535,-6.68107e-06,-0.00399988
4299.78,5.5204e+06,396.852,10.3939,-32.6893,1,0.0032,0.0535,-6.68107e-06,-0.00399988
8353.04,9.08678e+06,379.026,31.9403,-18.6946,1,0.00325,0.0535,-6.68107e-06,-0.00399988
8640.32,9.39709e+06,415.995,18.7291,-15.9472,1,0.0033,0.0535,-6.68107e-06,-0.00399988
3279.26,3.07872e+06,254.59,-57.3274,-27.3489,1,0.00335,0.0535,-6.68107e-06,-0.00399988
2595.14,1.76414e+06,201.169,-50.4463,-14.3852,1,0.0034,0.0535,-6.68107e-06,-0.00399988
954.763,457020,224.991,6.23836,-18.3393,1,0.00345,0.0535,-6.68107e-06,-0.00399988
872.311,399343,140.307,22.8464,-11.7061,1,0.0035,0.0535,-6.68107e-06,-0.00399988
713.371,288660,147.339,21.4139,-13.7345,1,0.00355,0.0535,-6.68107e-06,-0.00399988
1836.69,1.08924e+06,113.838,13.8478,1.82258,1,0.0036,0.0535,-6.68107e-06,-0.00399988
