"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
10563.8,1.29956e+07,796.677,-43.5582,54.1903,1,0.003,0.0535001,0.000900022,0.00120003
8887.34,1.11015e+07,635.817,-94.8848,-19.6885,1,0.00305,0.0535001,0.000900022,0.00120003
6733.55,7.72576e+06,517.995,42.8551,-19.7775,1,0.0031,0.0535001,0.000900022,0.00120003
2754.15,2.76493e+06,236.87,-18.1134,-33.5973,1,0.00315,0.0535001,0.000900022,0.00120003
11197,1.58207e+07,749.928,-52.2142,-69.8007,1,0.0032,0.0535001,0.000900022,0.00120003
14162.5,4.00374e+07,829.665,-28.9768,66.7823,1,0.00325,0.0535001,0.000900022,0.00120003
14778.6,4.77006e+07,986.93,150.092,61.4613,1,0.0033,0.0535001,0.000900022,0.00120003
12876.7,2.63772e+07,788.434,12.8865,35.6488,1,0.00335,0.0535001,0.000900022,0.00120003
11590.3,1.68867e+07,835.794,-91.654,41.5601,1,0.0034,0.0535001,0.000900022,0.00120003
7743.95,8.5367e+06,568.344,68.4338,6.52104,1,0.00345,0.0535001,0.000900022,0.00120003
8888.1,9.7774e+06,652.824,41.3426,-40.602,1,0.0035,0.0535001,0.000900022,0.00120003
8919.74,1.02758e+07,573.753,34.5328,10.742,1,0.00355,0.0535001,0.000900022,0.00120003
9099.05,1.01889e+07,512.262,24.7282,-27.6986,1,0.0036,0.0535001,0.000900022,0.00120003
