"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
8451.65,9.28022e+06,484.095,-75.3056,4.04468,1,0.003,0.0535029,-0.0024265,0.00273385
2122.62,1.34243e+06,283.544,33.5803,53.4284,1,0.00305,0.0535029,-0.0024265,0.00273385
1148.81,593701,270.888,-15.0546,13.4616,1,0.0031,0.0535029,-0.0024265,0.00273385
2894.53,2.31742e+06,118.761,-12.0892,-16.8841,1,0.00315,0.0535029,-0.0024265,0.00273385
1006,493845,196.952,-19.7125,3.04565,1,0.0032,0.0535029,-0.0024265,0.00273385
3769.85,4.04393e+06,257.018,3.51424,19.9456,1,0.00325,0.0535029,-0.0024265,0.00273385
6477.91,7.50084e+06,381.436,0.0627275,24.9768,1,0.0033,0.0535029,-0.0024265,0.00273385
3461.62,3.60617e+06,316.539,-58.1462,-20.4964,1,0.00335,0.0535029,-0.0024265,0.00273385
2630.51,1.87435e+06,190.603,-41.5525,-27.7975,1,0.0034,0.0535029,-0.0024265,0.00273385
2956.77,2.61322e+06,313.698,-1.95981,22.6711,1,0.00345,0.0535029,-0.0024265,0.00273385
641.461,238603,188.656,-1.36996,24.1682,1,0.0035,0.0535029,-0.0024265,0.00273385
613.642,219238,166.26,6.31548,25.6765,1,0.00355,0.0535029,-0.0024265,0.00273385
637.977,236178,140.657,5.68767,20.0289,1,0.0036,0.0535029,-0.0024265,0.00273385
