"T","H","U:0","U:1","U:2","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
2968.94,2.35559e+06,377.725,7.58001,19.1923,1,0.003,0.0535,0.00272152,-0.00121007
5747.42,6.76417e+06,599.419,-6.94226,-2.67138,1,0.00305,0.0535,0.00272152,-0.00121007
10982.5,1.45152e+07,669.462,74.9728,43.035,1,0.0031,0.0535,0.00272152,-0.00121007
3956.03,4.82287e+06,413.392,25.9223,6.02754,1,0.00315,0.0535,0.00272152,-0.00121007
4755.11,5.36569e+06,413.645,-12.4157,1.87646,1,0.0032,0.0535,0.00272152,-0.00121007
4518.17,5.4367e+06,396.443,7.47814,-32.6296,1,0.00325,0.0535,0.00272152,-0.00121007
7718.96,9.12242e+06,411.854,-14.4562,-14.9722,1,0.0033,0.0535,0.00272152,-0.00121007
10215.2,1.30613e+07,421.484,-47.5136,-83.5343,1,0.00335,0.0535,0.00272152,-0.00121007
5736.23,6.85126e+06,499.689,25.583,-5.92752,1,0.0034,0.0535,0.00272152,-0.00121007
3250.86,3.01954e+06,394.98,36.0047,6.186,1,0.00345,0.0535,0.00272152,-0.00121007
2654.01,1.8832e+06,355.059,27.7943,12.1517,1,0.0035,0.0535,0.00272152,-0.00121007
2346.67,1.67601e+06,286.854,-6.47349,-4.10759,1,0.00355,0.0535,0.00272152,-0.00121007
3461.6,3.62301e+06,287.997,-4.56947,-1.27066,1,0.0036,0.0535,0.00272152,-0.00121007
